# Per-Fact Detail Report — Run: 20260401_040014_891022
# Generated: 2026-04-01 07:33:56 UTC
# 
# Column Descriptions:
#   fact_id                — Unique identifier for the ground truth fact
#   company                — Company name (DBS, OCBC, UOB, Singtel, CapitaLand)
#   metric                 — Financial metric being tested
#   category               — Metric category (profitability, capital, etc.)
#   difficulty             — Fact difficulty level (easy, medium, hard)
#   template               — Prompt template used for this evaluation group
#   temperature            — Sampling temperature used
#   n_runs                 — Number of API calls in this evaluation group
#   semantic_score         — Semantic consistency (0-1): cosine similarity of response embeddings
#   factual_score          — Factual consistency (0-1): fraction of runs matching modal extracted value
#   hallucination_rate     — Fraction of extracted values outside tolerance of ground truth
#   extraction_failure_rate — Fraction of responses where numeric extraction returned null
#   modal_value            — Most commonly extracted numeric value across runs
#   ground_truth           — Expected value from verified annual report
#   composite_stability    — Weighted combination of scores (see config for weights)
#   flag                   — Traffic-light indicator based on composite_stability
# 
# Flagging Thresholds:
#   🟢 Green  — composite_stability >= 0.75
#   🟡 Yellow — composite_stability >= 0.5
#   🔴 Red    — composite_stability <  0.5
# 
# Scoring Weights:
#   semantic_consistency: 0.3
#   factual_consistency:  0.4
#   hallucination_rate:   0.3
#   hallucination_tolerance: 0.05 (5% relative)
#
fact_id,company,metric,category,difficulty,template,temperature,n_runs,semantic_score,factual_score,hallucination_rate,extraction_failure_rate,modal_value,ground_truth,composite_stability,flag
capitaland_fy2024_aum,CapitaLand,Assets Under Management,aum,easy,qualitative,0.0,10,0.9915676712989807,0.8,1.0,0.0,109.2,136.0,0.6174703013896943,🟡
capitaland_fy2024_aum,CapitaLand,Assets Under Management,aum,easy,qualitative,0.3,10,0.9618449807167053,0.1,0.8,0.0,114.2,136.0,0.38855349421501156,🔴
capitaland_fy2024_aum,CapitaLand,Assets Under Management,aum,easy,qualitative,0.5,10,0.9124892354011536,0.1,0.9,0.0,159.2,136.0,0.34374677062034603,🔴
capitaland_fy2024_aum,CapitaLand,Assets Under Management,aum,easy,qualitative,0.7,10,0.9131112098693848,0.1,0.9,0.0,109.2,136.0,0.3439333629608154,🔴
capitaland_fy2024_aum,CapitaLand,Assets Under Management,aum,easy,qualitative,1.0,10,0.830339789390564,0.1111111111111111,0.9,0.1,148.7,136.0,0.3235463812616136,🔴
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,comparative,0.0,10,0.991581916809082,0.9,1.0,0.0,1000.0,1169.0,0.6574745750427247,🟡
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,comparative,0.3,10,0.9329197406768799,0.1111111111111111,0.8,0.1,1600.0,1169.0,0.3843203666475084,🔴
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,comparative,0.5,10,0.9209470748901367,0.1111111111111111,0.8,0.1,1079.0,1169.0,0.38072856691148543,🔴
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,comparative,0.7,10,0.8477293252944946,0.25,1.0,0.6,1989.0,1169.0,0.3543187975883484,🔴
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,comparative,1.0,10,0.8766672015190125,0.25,1.0,0.2,1e-06,1169.0,0.3630001604557037,🔴
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,contextual_extraction,0.0,10,1.0,1.0,0.0,0.0,1169.0,1169.0,1.0,🟢
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,contextual_extraction,0.3,10,1.0,1.0,0.0,0.0,1169.0,1169.0,1.0,🟢
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,contextual_extraction,0.5,10,1.0,1.0,0.0,0.0,1169.0,1169.0,1.0,🟢
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,contextual_extraction,0.7,10,1.0,1.0,0.0,0.0,1169.0,1169.0,1.0,🟢
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,contextual_extraction,1.0,10,1.0,1.0,0.0,0.0,1169.0,1169.0,1.0,🟢
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,direct_extraction,0.0,10,0.9411605000495911,0.6,1.0,0.0,2000.0,1169.0,0.5223481500148772,🟡
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,direct_extraction,0.3,10,0.8539790511131287,0.3,1.0,0.0,1000.0,1169.0,0.3761937153339386,🔴
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,direct_extraction,0.5,10,0.7837393283843994,0.1,1.0,0.0,6779.0,1169.0,0.2751217985153198,🔴
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,direct_extraction,0.7,10,0.7530720829963684,0.125,0.9,0.2,1216.0,1169.0,0.3059216248989105,🔴
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,direct_extraction,1.0,10,0.6536226272583008,0.125,1.0,0.2,6748.0,1169.0,0.24608678817749025,🔴
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,qualitative,0.0,10,0.9959524273872375,0.9,1.0,0.0,3000.0,1169.0,0.6587857282161713,🟡
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,qualitative,0.3,10,0.9490197896957397,0.1,1.0,0.0,4400.0,1169.0,0.32470593690872196,🔴
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,qualitative,0.5,10,0.9190842509269714,0.2,0.8,0.0,1200.0,1169.0,0.41572527527809144,🔴
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,qualitative,0.7,10,0.9190356135368347,0.1,0.8,0.0,3100.0,1169.0,0.3757106840610504,🔴
capitaland_fy2024_fee_income,CapitaLand,Fee Income-related Business Revenue,income,medium,qualitative,1.0,10,0.8915403485298157,0.1,1.0,0.0,14091.0,1169.0,0.30746210455894474,🔴
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,comparative,0.0,10,0.9873977899551392,0.8,1.0,0.0,109.0,117.0,0.6162193369865419,🟡
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,comparative,0.3,10,0.9428986310958862,0.1111111111111111,0.7,0.1,100.0,117.0,0.41731403377321036,🔴
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,comparative,0.5,10,0.9464434385299683,0.1111111111111111,1.0,0.1,100.1,117.0,0.3283774760034349,🔴
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,comparative,0.7,10,0.9577500224113464,0.1,0.8,0.0,157.0,117.0,0.3873250067234039,🔴
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,comparative,1.0,10,0.9531247615814209,0.1,0.9,0.0,112.8,117.0,0.3559374284744263,🔴
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,contextual_extraction,0.0,10,0.9999999403953552,1.0,0.0,0.0,117.0,117.0,0.9999999821186065,🟢
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,contextual_extraction,0.3,10,0.9999999403953552,1.0,0.0,0.0,117.0,117.0,0.9999999821186065,🟢
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,contextual_extraction,0.5,10,0.9906414747238159,1.0,0.0,0.0,117.0,117.0,0.9971924424171448,🟢
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,contextual_extraction,0.7,10,0.9877169132232666,1.0,0.0,0.0,117.0,117.0,0.9963150739669799,🟢
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,contextual_extraction,1.0,10,0.9859622716903687,1.0,0.0,0.0,117.0,117.0,0.9957886815071106,🟢
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,direct_extraction,0.0,10,1.0,1.0,1.0,0.0,92.0,117.0,0.7,🟡
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,direct_extraction,0.3,10,0.8851961493492126,0.2,1.0,0.0,92.0,117.0,0.3455588448047638,🔴
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,direct_extraction,0.5,10,0.8276658654212952,0.1,1.0,0.0,128.5,117.0,0.28829975962638854,🔴
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,direct_extraction,0.7,10,0.8408980369567871,0.1,1.0,0.0,193.0,117.0,0.2922694110870361,🔴
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,direct_extraction,1.0,10,0.8318861126899719,0.1,1.0,0.0,92.7,117.0,0.2895658338069916,🔴
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,qualitative,0.0,10,1.0,1.0,1.0,0.0,93.0,117.0,0.7,🟡
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,qualitative,0.3,10,0.9424283504486084,0.1,0.8,0.0,70.2,117.0,0.3827285051345825,🔴
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,qualitative,0.5,10,0.9059650897979736,0.1,1.0,0.0,59.5,117.0,0.3117895269393921,🔴
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,qualitative,0.7,10,0.8788965940475464,0.1111111111111111,0.9,0.1,95.2,117.0,0.3381134226587083,🔴
capitaland_fy2024_fum,CapitaLand,Funds Under Management,aum,medium,qualitative,1.0,10,0.9004170894622803,0.1,0.8,0.0,108.3,117.0,0.3701251268386841,🔴
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,comparative,0.0,10,0.9915429949760437,1.0,1.0,0.0,1980.0,479.0,0.6974628984928131,🟡
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,comparative,0.3,10,0.9680277705192566,0.2,1.0,0.0,1980.0,479.0,0.370408331155777,🔴
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,comparative,0.5,10,0.9084116816520691,0.1111111111111111,1.0,0.1,2600.0,479.0,0.3169679489400652,🔴
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,comparative,0.7,10,0.9419377446174622,0.1,1.0,0.0,1800.0,479.0,0.3225813233852386,🔴
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,comparative,1.0,10,0.942078709602356,0.1,1.0,0.0,3570.0,479.0,0.32262361288070673,🔴
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,contextual_extraction,0.0,10,0.9933207035064697,1.0,0.0,0.0,479.0,479.0,0.9979962110519409,🟢
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,contextual_extraction,0.3,10,0.9844149351119995,1.0,0.0,0.0,479.0,479.0,0.9953244805335999,🟢
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,contextual_extraction,0.5,10,0.9821885228157043,1.0,0.0,0.0,479.0,479.0,0.9946565568447114,🟢
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,contextual_extraction,0.7,10,0.981446385383606,1.0,0.0,0.0,479.0,479.0,0.9944339156150819,🟢
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,contextual_extraction,1.0,10,0.9844149351119995,1.0,0.0,0.0,479.0,479.0,0.9953244805335999,🟢
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,direct_extraction,0.0,10,1.0,1.0,1.0,0.0,1000.0,479.0,0.7,🟡
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,direct_extraction,0.3,10,0.8380085229873657,0.1,1.0,0.0,1769.0,479.0,0.29140255689620975,🔴
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,direct_extraction,0.5,10,0.6929864883422852,0.1,1.0,0.0,1900.0,479.0,0.24789594650268554,🔴
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,direct_extraction,0.7,10,0.6892475485801697,0.1,1.0,0.0,2526.0,479.0,0.2467742645740509,🔴
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,direct_extraction,1.0,10,0.560092568397522,0.1,1.0,0.0,2000.0,479.0,0.20802777051925658,🔴
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,qualitative,0.0,10,1.0,1.0,1.0,0.0,1000.0,479.0,0.7,🟡
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,qualitative,0.3,10,0.9426718950271606,0.2,1.0,0.0,1700.0,479.0,0.3628015685081482,🔴
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,qualitative,0.5,10,0.9236837029457092,0.1,1.0,0.0,1858.0,479.0,0.31710511088371274,🔴
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,qualitative,0.7,10,0.9280108213424683,0.1,1.0,0.0,2016.0,479.0,0.3184032464027404,🔴
capitaland_fy2024_net_profit,CapitaLand,Total PATMI,income,easy,qualitative,1.0,10,0.909714937210083,0.1,1.0,0.0,2600.0,479.0,0.3129144811630249,🔴
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,comparative,0.0,10,0.9939554929733276,0.7,0.8,0.0,15.9,15.1,0.6381866478919982,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,comparative,0.3,10,0.985359251499176,0.2,0.4,0.0,15.6,15.1,0.5556077754497528,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,comparative,0.5,10,0.9492303729057312,0.2,0.4,0.0,15.7,15.1,0.5447691118717193,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,comparative,0.7,10,0.9281168580055237,0.4,0.9,0.0,1.0,15.1,0.4684350574016571,🔴
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,comparative,1.0,10,0.9235928058624268,0.2222222222222222,0.7,0.1,15.2,15.1,0.45596673064761695,🔴
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,contextual_extraction,0.0,10,1.0,1.0,1.0,0.0,17.0,15.1,0.7,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,contextual_extraction,0.3,10,1.0,1.0,1.0,0.0,17.0,15.1,0.7,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,contextual_extraction,0.5,10,1.0,1.0,1.0,0.0,17.0,15.1,0.7,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,contextual_extraction,0.7,10,0.9687831401824951,0.9,0.9,0.0,17.0,15.1,0.6806349420547486,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,contextual_extraction,1.0,10,0.9271600246429443,0.7,0.7,0.0,17.0,15.1,0.6481480073928833,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,direct_extraction,0.0,10,0.9999999403953552,1.0,0.0,0.0,15.6,15.1,0.9999999821186065,🟢
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,direct_extraction,0.3,10,0.9707587957382202,0.3,0.2,0.0,15.0,15.1,0.651227638721466,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,direct_extraction,0.5,10,0.9325218200683594,0.2,0.4,0.0,15.8,15.1,0.5397565460205078,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,direct_extraction,0.7,10,0.9327244162559509,0.2,0.5,0.0,15.9,15.1,0.5098173248767853,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,direct_extraction,1.0,10,0.9049900770187378,0.3,0.5,0.0,15.3,15.1,0.5414970231056213,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,qualitative,0.0,10,1.0,1.0,1.0,0.0,15.9,15.1,0.7,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,qualitative,0.3,10,0.954146146774292,0.2,0.4,0.0,15.2,15.1,0.5462438440322877,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,qualitative,0.5,10,0.914170503616333,0.2,0.2,0.0,15.9,15.1,0.5942511510848999,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,qualitative,0.7,10,0.9184208512306213,0.2,0.2,0.0,14.9,15.1,0.5955262553691865,🟡
dbs_fy2024_cet1,DBS,Common Equity Tier 1 Ratio,capital,easy,qualitative,1.0,10,0.8800568580627441,0.3333333333333333,0.2,0.1,15.3,15.1,0.6373503907521566,🟡
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,comparative,0.0,10,0.991881251335144,1.0,1.0,0.0,43.0,39.9,0.6975643754005432,🟡
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,comparative,0.3,10,0.8900732398033142,0.2857142857142857,0.9,0.3,43.7,39.9,0.4113076862267085,🔴
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,comparative,0.5,10,0.9002059698104858,0.125,0.8,0.2,40.6,39.9,0.38006179094314574,🔴
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,comparative,0.7,10,0.833662748336792,0.3333333333333333,1.0,0.7,42.2,39.9,0.3834321578343709,🔴
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,comparative,1.0,10,0.8378413915634155,0.2,0.9,0.5,44.2,39.9,0.36135241746902463,🔴
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,contextual_extraction,0.0,10,0.9999999403953552,1.0,0.0,0.0,39.9,39.9,0.9999999821186065,🟢
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,contextual_extraction,0.3,10,0.9999999403953552,1.0,0.0,0.0,39.9,39.9,0.9999999821186065,🟢
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,contextual_extraction,0.5,10,0.9999999403953552,1.0,0.0,0.0,39.9,39.9,0.9999999821186065,🟢
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,contextual_extraction,0.7,10,0.9999999403953552,1.0,0.0,0.0,39.9,39.9,0.9999999821186065,🟢
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,contextual_extraction,1.0,10,0.9999999403953552,1.0,0.0,0.0,39.9,39.9,0.9999999821186065,🟢
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,direct_extraction,0.0,10,1.0,1.0,1.0,0.0,55.0,39.9,0.7,🟡
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,direct_extraction,0.3,10,0.5494426488876343,0.6,1.0,0.5,55.0,39.9,0.4048327946662903,🔴
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,direct_extraction,0.5,10,0.7922688722610474,0.1,1.0,0.0,68.0,39.9,0.2776806616783142,🔴
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,direct_extraction,0.7,10,0.48811373114585876,0.14285714285714285,1.0,0.3,55.8,39.9,0.20357697648661477,🔴
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,direct_extraction,1.0,10,0.742829442024231,0.1111111111111111,1.0,0.1,62.6,39.9,0.26729327705171374,🔴
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,qualitative,0.0,10,0.9842678308486938,0.0,1.0,1.0,,39.9,0.29528034925460817,🔴
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,qualitative,0.3,10,0.8689940571784973,1.0,1.0,0.9,1.0,39.9,0.6606982171535491,🟡
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,qualitative,0.5,10,0.851274847984314,1.0,1.0,0.9,1.0,39.9,0.6553824543952942,🟡
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,qualitative,0.7,10,0.844476044178009,1.0,1.0,0.9,1.0,39.9,0.6533428132534027,🟡
dbs_fy2024_cir,DBS,Cost-to-Income Ratio,efficiency,easy,qualitative,1.0,10,0.8553941249847412,1.0,1.0,0.9,42.0,39.9,0.6566182374954224,🟡
dbs_fy2024_net_profit,DBS,Net Profit,income,easy,comparative,0.0,10,0.9401345252990723,0.0,1.0,1.0,,11408.0,0.2820403575897217,🔴
dbs_fy2024_net_profit,DBS,Net Profit,income,easy,comparative,0.3,10,0.8666535019874573,0.0,1.0,1.0,,11408.0,0.25999605059623715,🔴
dbs_fy2024_net_profit,DBS,Net Profit,income,easy,comparative,0.5,10,0.8515288233757019,1.0,1.0,0.8,1e-06,11408.0,0.6554586470127106,🟡
dbs_fy2024_net_profit,DBS,Net Profit,income,easy,comparative,0.7,10,0.8289933800697327,0.6666666666666666,1.0,0.7,1e-06,11408.0,0.5153646806875865,🟡
dbs_fy2024_net_profit,DBS,Net Profit,income,easy,comparative,1.0,10,0.854223906993866,0.4,1.0,0.5,3.1e-05,11408.0,0.41626717209815983,🔴
dbs_fy2024_net_profit,DBS,Net Profit,income,easy,contextual_extraction,0.0,10,1.0,1.0,0.0,0.0,11408.0,11408.0,1.0,🟢
dbs_fy2024_net_profit,DBS,Net Profit,income,easy,contextual_extraction,0.3,10,1.0,1.0,0.0,0.0,11408.0,11408.0,1.0,🟢
dbs_fy2024_net_profit,DBS,Net Profit,income,easy,contextual_extraction,0.5,10,1.0,1.0,0.0,0.0,11408.0,11408.0,1.0,🟢
dbs_fy2024_net_profit,DBS,Net Profit,income,easy,contextual_extraction,0.7,10,1.0,1.0,0.0,0.0,11408.0,11408.0,1.0,🟢
dbs_fy2024_net_profit,DBS,Net Profit,income,easy,contextual_extraction,1.0,10,1.0,1.0,0.0,0.0,11408.0,11408.0,1.0,🟢
dbs_fy2024_net_profit,DBS,Net Profit,income,easy,direct_extraction,0.0,10,1.0,1.0,1.0,0.0,2000.0,11408.0,0.7,🟡
dbs_fy2024_net_profit,DBS,Net Profit,income,easy,direct_extraction,0.3,10,0.7796153426170349,0.4,1.0,0.0,2000.0,11408.0,0.3938846027851105,🔴
dbs_fy2024_net_profit,DBS,Net Profit,income,easy,direct_extraction,0.5,10,0.6029888987541199,0.1,1.0,0.0,1800.0,11408.0,0.22089666962623597,🔴
dbs_fy2024_net_profit,DBS,Net Profit,income,easy,direct_extraction,0.7,10,0.7032902836799622,0.2,1.0,0.0,2000.0,11408.0,0.29098708510398863,🔴
dbs_fy2024_net_profit,DBS,Net Profit,income,easy,direct_extraction,1.0,10,0.49776241183280945,0.1,0.9,0.0,4503.0,11408.0,0.21932872354984284,🔴
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,comparative,0.0,10,0.8523762226104736,0.0,1.0,1.0,,2.13,0.2557128667831421,🔴
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,comparative,0.3,10,0.8823172450065613,0.5,0.9,0.8,2.05,2.13,0.49469517350196834,🔴
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,comparative,0.5,10,0.8698962926864624,0.6666666666666666,0.8,0.7,2.08,2.13,0.5876355544726053,🟡
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,comparative,0.7,10,0.8753037452697754,0.25,0.7,0.6,2.16,2.13,0.4525911235809326,🔴
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,comparative,1.0,10,0.8793433308601379,0.14285714285714285,0.6,0.3,2.09,2.13,0.4409458564008985,🔴
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,contextual_extraction,0.0,10,1.0,1.0,0.0,0.0,2.13,2.13,1.0,🟢
